LEMMA	FORM	ROOT_NEW	BW	GLOSS	FEAT	COND-T	COND-S
samal	samal	s.m.l	NOUN	tatters;dregs	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Samam	Samam	S.m.m	NOUN	deafness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samAnap	samAn	s.m.n	NOUN	calf	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
samanodal	samanodal	NTWS	NOUN	salamander	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samanodar	samanodar	NTWS	NOUN	salamander	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samAnojuwniy~	samAnojuwniy~	NTWS	ADJ	azure;cerulean	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samAnojuwniy~	samanojuwniy~	NTWS	ADJ	azure;cerulean	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samar	>asomAr	s.m.r	NOUN	evening_chats	pos:noun gen:- num:p rat:i cas:u	MS	
samAr	samAr	s.m.r	NOUN	rush;bamboo	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samar	samar	s.m.r	NOUN	evening_chat	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sAmar~A}iy~	sAmar~A}iy~	NTWS	NOUN	of/from_Samarra'/Samara	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
samAriy~	samAriy~	s.m.r	ADJ	wild_duck	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samAwiy~	samA}iy~	s.m.w	ADJ	heavenly;celestial	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samAwiy~	samAwiy~	s.m.w	ADJ	heavenly;celestial	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmid	sAmid	s.m.d	ADJ	erect	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
SAmid	SAmid	S.m.d	ADJ	steadfast;resistant	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmiE	sAmiE	s.m.E	ADJ	listening;able_to_hear	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmiE	sAmiE	s.m.E	NOUN	hearer;listener	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
sAmiH	sAmiH	s.m.H	ADJ	allowing;permitting;authorizing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmiH	sAmiH	s.m.H	NOUN	allowing;permitting;authorizing	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
samij	samAj	s.m.j	ADJ	disgusting	pos:adj gen:m num:p rat:n cas:u	MS	#aY-Ap-y
samij	samij	s.m.j	ADJ	disgusting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samij	simAj	s.m.j	ADJ	disgusting	pos:adj gen:m num:p rat:n cas:u	MS	
raqiyb	ruqabA	r.q.b	NOUN	observers;inspectors	pos:noun gen:- num:p rat:r cas:u	MS	#A' #dip
sAmiq	sAmiq	s.m.q	NOUN	towering;tall	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD||FP	
sAmir	sAmir	s.m.r	NOUN	conversationalist;entertainer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
sAmir	sum~Ar	s.m.r	NOUN	conversationalists;entertainers	pos:noun gen:m num:p rat:i cas:u	MS	
sAmiriy~	sAmiriy~	s.m.r	ADJ	Samaritan	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmiriy~	sAmiriy~	s.m.r	NOUN	Samaritan	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
SAmit	SAmit	S.m.t	ADJ	silent	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Samit	Samit	S.m.t	ADJ	silent	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
SAmit	SawAmit	S.m.t	ADJ	silent	pos:adj gen:m num:p rat:n cas:u	MS	#dip
sAmiy	sAm	s.m.y	ADJ	exalted;sublime	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	#iy
sAmiy	samA	s.m.y	ADJ	exalted;sublime	pos:adj gen:m num:p rat:n cas:u	FS	
samiy*	samiy*	s.m.d	NOUN	semolina	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sAmiy~	sAmiy~	s.m.y	ADJ	Semite;Semitic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samiy~	samiy~	s.m.y	ADJ	exalted;sublime	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAmiy~	sAmiy~	s.m.y	NOUN	Semite;Semitic	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
samiy~	samiy~	s.m.y	NOUN	namesake	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
sAmiy~ap	sAmiy~	s.m.y	NOUN	Semitism	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
samiyd	samiyd	s.m.d	NOUN	semolina	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samiyE	samiyE	s.m.E	NOUN	hearer;listener	pos:noun gen:- num:- rat:r cas:u	MS||MD||FS||FD	
raqiyb	ruqabA	r.q.b	NOUN	sergeants	pos:noun gen:- num:p rat:r cas:u	MS	#A' #dip
samiyH	samiyH	s.m.H	ADJ	tolerant;generous;magnanimous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
raSiyf	ruSafA	r.S.f	NOUN	colleagues	pos:noun gen:- num:p rat:i cas:u	MS	#A' #dip
samiyk	samiyk	s.m.k	NOUN	thick	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
Samiym	Samiym	S.m.m	ADJ	true;sincere	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Samiym	Samiym	S.m.m	NOUN	depth;innermost	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Samiymiy~	Samiymiy~	S.m.m	ADJ	cordial;intimate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Samiymiy~ap	Samiymiy~	S.m.m	NOUN	cordiality;intimacy	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
samiyr	samiyr	s.m.r	NOUN	conversation_partner	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD||FP	
sAmobA	sAmob	NTWS	NOUN	samba	pos:noun gen:f num:- rat:i cas:u	MS	#aA
samobuwsak	samobuwsak	NTWS	NOUN	sambusak_(stuffed_meat_pastry)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samobuwsaq	samobuwsaq	NTWS	NOUN	sambusak_(stuffed_meat_pastry)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Samod	Samod	S.m.d	NOUN	blocking;plugging	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samoE	samoE	s.m.E	NOUN	hearing	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samoEiy~	samoEiy~	s.m.E	ADJ	audio;auditory;acoustic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Samog	Samog	S.m.g	NOUN	gum;resin	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Samog	Sumuwg	S.m.g	NOUN	gum;resins	pos:noun gen:- num:p rat:i cas:u	MS	
Samogiy~	Samogiy~	S.m.g	ADJ	gum-like;resinous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samoH	samoH	s.m.H	ADJ	magnanimous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samoH	samoH	s.m.H	NOUN	kindness;magnanimity	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samoH	simAH	s.m.H	ADJ	magnanimous	pos:adj gen:m num:p rat:n cas:u	MS	
samohariy~	samohariy~	s.m.h.r	ADJ	tall;husky	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samokarap	samokar	s.m.k.r	NOUN	tinsmithing	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
samokariy~	samokariy~	s.m.k.r	ADJ	tinsmith	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
samokariy~ap	samokariy~	s.m.k.r	NOUN	tinsmithing	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
Samol	Samol	S.m.l	NOUN	rigidity;stiffness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samon	samon	s.m.n	NOUN	cooking_butter	pos:noun gen:- num:- rat:i cas:u	MS	@collective
SamoSamap	SamoSam	S.m.S.m	NOUN	persistence	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
samosarap	samosar	s.m.s.r	NOUN	brokerage	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
samosiyr	samosiyr	s.m.s.r	NOUN	match-maker	pos:noun gen:f num:- rat:r cas:u	FS||FD||FP	
samot	samot	s.m.t	NOUN	road;manner	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Samot	Samot	S.m.t	NOUN	silence	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samot	sumuwt	s.m.t	NOUN	roads;manner	pos:noun gen:- num:p rat:i cas:u	MS	
Samuwd	Samuwd	S.m.d	ADJ	holding_steady;remaining_stable	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
SAmuwlap	SAmuwl	S.m.l	NOUN	nut;rivet	pos:noun gen:- num:- rat:i cas:u	FS||FD	
Samuwlap	Samuwl	S.m.l	NOUN	nut;rivet	pos:noun gen:- num:- rat:i cas:u	FS||FD	
Samuwlap	SawAmil	S.m.l	NOUN	nuts;rivets	pos:noun gen:f num:p rat:i cas:u	MS	#dip
SAmuwlap	SawAmiyl	S.m.l	NOUN	nuts;rivets	pos:noun gen:f num:p rat:i cas:u	MS	#dip
samuwm	samA}im	s.m.m	NOUN	hot_winds	pos:noun gen:- num:p rat:i cas:u	MS	#dip
samuwm	samuwm	s.m.m	NOUN	hot_wind	pos:noun gen:- num:- rat:i cas:u	MS||MD	
samuwq	samuwq	s.m.q	NOUN	towering;tall	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
san~	san~	s.n.n	NOUN	enactment;prescription	pos:noun gen:- num:- rat:i cas:u	MS||MD	
San~	San~	S.n.n	NOUN	basket	pos:noun gen:- num:- rat:i cas:u	MS||MD	
San~Aj	San~Aj	S.n.j	NOUN	castanets	pos:noun gen:m num:p rat:i cas:u	MS||MD||FP	
San~Aj	San~Aj	S.n.j	NOUN	cymbalist	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
San~Ajap	San~Aj	S.n.j	NOUN	castanets	pos:noun gen:- num:- rat:i cas:u	FS||FD	
san~An	san~An	s.n.n	NOUN	grinder;sharpener	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
rasiyl	rusalA	r.s.l	NOUN	messenger;runner	pos:noun gen:- num:p rat:r cas:u	MS	#A' #dip
ratiyb	rutabA	r.t.b	ADJ	monotonous	pos:adj gen:m num:p rat:n cas:u	MS	#A' #dip
SanA}iEiy~	SanA}iEiy~	S.n.E	ADJ	artificial;artisanship;artisan	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sanad	>asonAd	s.n.d	NOUN	ascription;chain_of_authority	pos:noun gen:- num:p rat:i cas:u	MS	
sanad	>asonAd	s.n.d	NOUN	support	pos:noun gen:- num:p rat:i cas:u	MS	
sanad	sanad	s.n.d	NOUN	bond;security;voucher	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanad	sanad	s.n.d	NOUN	support	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
SanAE	SanAE	S.n.E	ADJ	skilled;dexterous	pos:adj gen:- num:- rat:n cas:u	MS||MD	
SanAE	SunoE	S.n.E	ADJ	skilled;dexterous	pos:adj gen:- num:p rat:n cas:u	MS	
sijAf	sujuf	s.j.f	NOUN	curtains;veils	pos:noun gen:- num:p rat:i cas:u	MS	
sanAm	>asonim	s.n.m	NOUN	humps	pos:noun gen:m num:p rat:i cas:u	FS	
sanAm	sanAm	s.n.m	NOUN	hump	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Sanam	Sanam	S.n.m	NOUN	idol;image	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanamap	sanam	s.n.m	NOUN	summit;height	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
Sanamiy~	Sanamiy~	S.n.m	ADJ	fetish	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sanamuwrap	sanamuwr	s.n.m.r	NOUN	anchovy	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanan	sanan	s.n.n	NOUN	customary_practice	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanap	san	s.n.w	NOUN	year	pos:noun gen:- num:- rat:i cas:u	FS||FD	
sanap	sanaw	s.n.w	NOUN	years	pos:noun gen:- num:- rat:i cas:u	FP	
sanap	sin	s.n.w	NOUN	years	pos:noun gen:f num:- rat:i cas:u	MP	#iy
sanawiy~	sanawiy~	s.n.w	ADJ	yearly;annual	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Sanawobar	Sanawobar	NTWS	NOUN	stone_pine	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Sanawobariy~	Sanawobariy~	NTWS	ADJ	pine;coniferous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sanax	sanax	s.n.x	NOUN	rankness_(oil)	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanAxap	sanAx	s.n.x	NOUN	rankness_(oil)	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanaY	san	s.n.w	NOUN	brilliance;splendor	pos:noun gen:- num:- rat:i cas:u	MS||MD	#aY-Ap-y
SAniE	SAniE	S.n.E	ADJ	manufacturing;producing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
SAniE	SAniE	S.n.E	NOUN	manufacturer;producer;artisan	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
SAniE	Sun~AE	S.n.E	NOUN	manufacturers;producers;artisans	pos:noun gen:m num:p rat:r cas:u	MS	
sAniH	sAniH	s.n.H	ADJ	auspicious;favorable	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAniH	sawAniH	s.n.H	ADJ	auspicious;favorable	pos:adj gen:m num:p rat:n cas:u	MS	#dip
sAniHap	sAniH	s.n.H	NOUN	opportunity	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanix	sanix	s.n.x	ADJ	rank_(oil)	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
saniy~	saniy~	s.n.y	ADJ	splendid;sublime	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAniyap	sAniy	s.n.w	NOUN	water_scoop	pos:noun gen:- num:- rat:i cas:u	FS	
sAniyap	sawAn	s.n.w	NOUN	water_scoops	pos:noun gen:f num:p rat:i cas:u	MS	#iy #dip
SaniyE	SaniyE	S.n.E	NOUN	action;deed	pos:noun gen:- num:- rat:i cas:u	MS||MD	
SaniyEap	SanA}iE	S.n.E	NOUN	good_deeds	pos:noun gen:f num:p rat:i cas:u	MS	#dip
SaniyEap	SaniyE	S.n.E	NOUN	good_deed	pos:noun gen:- num:- rat:i cas:u	FS||FD	
Sanodal	SanAdil	S.n.d.l	NOUN	barges	pos:noun gen:- num:p rat:i cas:u	MS	#dip
sanodAl	sanAdiyl	s.n.d.l	NOUN	anvils	pos:noun gen:- num:p rat:i cas:u	MS	#dip
sanodAl	sanodAl	s.n.d.l	NOUN	anvil	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Sanodal	Sanodal	S.n.d.l	NOUN	barge	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Sanodal	Sanodal	S.n.d.l	NOUN	sandalwood;sandals	pos:noun gen:- num:- rat:i cas:u	MS	
sanodAn	sanAdiyn	s.n.d	NOUN	anvils	pos:noun gen:- num:p rat:i cas:u	MS	#dip
sanodAn	sanodAn	s.n.d	NOUN	anvil	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanodaruws	sanodaruws	NTWS	NOUN	sandarac	pos:noun gen:- num:- rat:i cas:u	MS	
sanodowiy$	sAndowiyt$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sandowiyt$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sAnodowi$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sanodowi$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sAnodowit$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sanodowit$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sAnodowiy$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanodowiy$	sanodowiy$	NTWS	NOUN	sandwich	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
SanoE	SanoE	S.n.E	NOUN	building;making	pos:noun gen:- num:- rat:i cas:u	MS||MD	
SanoEap	SanoE	S.n.E	NOUN	craft;workmanship	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
Sanofar	Sanofar	S.n.f.r	NOUN	emery	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanofarap	sanofar	s.n.f.r	NOUN	emery	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
Sanofarap	Sanofar	S.n.f.r	NOUN	emery	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
Sanoj	Sanoj	S.n.j	NOUN	cymbal;gong	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sijon	sujuwn	s.j.n	NOUN	prisons	pos:noun gen:- num:p rat:i cas:u	MS	
sanojap	sanaj	s.n.j	NOUN	weights	pos:noun gen:- num:- rat:i cas:u	FP	
sanojap	sanoj	s.n.j	NOUN	weight	pos:noun gen:- num:- rat:i cas:u	FS||FD	
sanojap	sinaj	s.n.j	NOUN	weights	pos:noun gen:f num:p rat:i cas:u	MS	
sanojaq	sanAjiq	s.n.j.q	NOUN	banners	pos:noun gen:- num:p rat:i cas:u	MS	#dip
sanojaq	sanAjiq	s.n.j.q	NOUN	sanjaks_(Ottoman_vilayet_subdivisions)	pos:noun gen:- num:p rat:r cas:u	MS	#dip
sanojaq	sanojaq	s.n.j.q	NOUN	banner	pos:noun gen:- num:- rat:i cas:u	MS	
sanojaq	sanojaq	s.n.j.q	NOUN	sanjak_(Ottoman_vilayet_subdivision)	pos:noun gen:- num:- rat:r cas:u	MS	
Sanojaqiy~ap	Sanojaqiy~	S.n.j.q	NOUN	banner;administrative_district	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanokariy~	sanAkir	s.n.k.r	NOUN	tinsmiths	pos:noun gen:m num:p rat:r cas:u	FS	
sanokariy~	sanokariy~	s.n.k.r	NOUN	tinsmith	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
Sanoq	Sanoq	S.n.q	NOUN	foul_(odor);stinky;smelly	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Sanoqap	Sanoq	S.n.q	NOUN	foul_odor;stench	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanosikriytiy~	sanosikriytiy~	NTWS	ADJ	Sanskrit	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sanosikriytiy~	sanosikriytiy~	NTWS	NOUN	Sanskrit	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
sanoT	sanoT	s.n.T	NOUN	sant_(acacia);gum_arabic	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanoTap	sanoT	s.n.T	NOUN	wart	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sanotilitr	sanotilitr	NTWS	NOUN	centiliter	pos:noun gen:- num:- rat:i cas:u	MS	
sanotimitr	sanotimitr	NTWS	NOUN	centimeter	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
Sanotimitr	Sanotimitr	NTWS	NOUN	centimeter	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanotimitr	sanotiymitr	NTWS	NOUN	centimeter	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanotiylitr	sanotiylitr	NTWS	NOUN	centiliter	pos:noun gen:- num:- rat:i cas:u	MS	
sanotiym	sanotiym	NTWS	NOUN	centime	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
Sanotiym	Sanotiym	NTWS	NOUN	centime	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
sanoTiyr	sanoTiyr	s.n.T.r	NOUN	dulcimer	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanoTuwr	sanoTuwr	NTWS	NOUN	dulcimer	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sanuwsiy~	sanuwsiy~	NTWS	ADJ	Senoussi	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sanuwsiy~	sanuwsiy~	NTWS	NOUN	Senoussi	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
sAq	sAq	s.w.q	NOUN	leg	pos:noun gen:- num:- rat:i cas:u	MS||MD	
simoT	sumuwT	s.m.T	NOUN	strings;threads	pos:noun gen:- num:p rat:i cas:u	MS	
ratiyb	rutabA	r.t.b	NOUN	noncommissioned_officers	pos:noun gen:- num:p rat:r cas:u	MS	#A' #dip
Saq~Al	Saq~Al	S.q.l	NOUN	polisher;smoother	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
Saq~Ar	Saq~Ar	S.q.r	NOUN	falconer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
saq~ATap	saq~AT	s.q.T	NOUN	door_latch	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
saqAlap	saqAl	s.q.l	NOUN	scaffold	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
saqAm	saqAm	s.q.m	NOUN	illness;leanness	pos:noun gen:- num:- rat:i cas:u	MS||MD	
sAqap	sAq	s.w.q	NOUN	rear_guard	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
saqaT	>asoqAT	s.q.T	NOUN	refuse	pos:noun gen:- num:p rat:i cas:u	MS	
saqaT	saqaT	s.q.T	NOUN	refuse	pos:noun gen:- num:- rat:i cas:u	MS||MD	
saqaTiy~	saqaTiy~	s.q.T	ADJ	junk_dealer	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
saqawiy~	saqawiy~	s.q.y	ADJ	irrigational	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAqiT	sAqiT	s.q.T	ADJ	failing;disreputable;omitted	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
sAqiT	sAqiT	s.q.T	NOUN	fallen_woman	pos:noun gen:f num:- rat:r cas:u	FS||FD||FP	
sAqiT	suq~AT	s.q.T	ADJ	failing;disreputable;omitted	pos:adj gen:m num:p rat:n cas:u	MS	
sAqiTap	sAqiT	s.q.T	NOUN	scrap	pos:noun gen:f num:- rat:r cas:u	FS||FD||FP	
sirAj	suruj	s.r.j	NOUN	lamps	pos:noun gen:- num:p rat:i cas:u	MS	
sAqiy	suqA	s.q.y	NOUN	water_carriers	pos:noun gen:m num:p rat:r cas:u	FS	
sAqiyap	sAqiy	s.q.y	NOUN	barmaid	pos:noun gen:- num:- rat:r cas:u	FS||FD||FP	
sAqiyap	sAqiy	s.q.y	NOUN	irrigation_canal;water_wheel	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
sAqiyap	sAqiy	s.q.y	NOUN	rivulet	pos:noun gen:- num:- rat:r cas:u	FS||FD||FP	
sAqiyap	sawAq	s.q.y	NOUN	irrigation_canals;water_wheels	pos:noun gen:f num:p rat:i cas:u	MS	#iy #dip
SaqiyE	SaqiyE	S.q.E	NOUN	frost;ice	pos:noun gen:- num:- rat:i cas:u	MS||MD	
saqiyfap	saqA}if	s.q.f	NOUN	roofed_passages;arcades	pos:noun gen:f num:p rat:i cas:u	MS	#dip
saqiyfap	saqiyf	s.q.f	NOUN	roofed_passage;arcade	pos:noun gen:- num:- rat:i cas:u	FS||FD	
Saqiyl	Saqiyl	S.q.l	NOUN	polished;burnished	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
saqiym	saqiym	s.q.m	ADJ	ill;emaciated;faulty	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
saqiym	siqAm	s.q.m	ADJ	ill;emaciated	pos:adj gen:m num:p rat:n cas:u	MS	
sAbiH	subaHA	s.b.H	NOUN	swimmers	pos:noun gen:- num:p rat:r cas:u	MS	#A' #dip
saqiyT	saqiyT	s.q.T	NOUN	hail	pos:noun gen:- num:- rat:i cas:u	MS||MD	
SaqoEap	SaqoE	S.q.E	NOUN	severe_cold;cold_spell	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
saqof	>asoquf	s.q.f	NOUN	roofs	pos:noun gen:- num:p rat:i cas:u	MS	
saqof	saqof	s.q.f	NOUN	roof;ceiling	pos:noun gen:- num:- rat:i cas:u	MS	
saqof	suquf	s.q.f	NOUN	roofs	pos:noun gen:- num:p rat:i cas:u	MS	
saqof	suquwf	s.q.f	NOUN	roofs	pos:noun gen:m num:p rat:i cas:u	MS||MD||FP	
Saqol	Saqol	S.q.l	NOUN	polishing;burnishing	pos:noun gen:- num:- rat:i cas:u	MS||MD	
saqolabap	saqolab	s.q.l.b	NOUN	throwing_down	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
saqolabiy~	saqAlib	NTWS	ADJ	Slavic	pos:adj gen:m num:p rat:n cas:u	FS	
Saqolabiy~	SaqAlib	NTWS	ADJ	Slavic	pos:adj gen:m num:p rat:n cas:u	FS	
saqolabiy~	saqAlib	NTWS	NOUN	Slavs	pos:noun gen:m num:p rat:r cas:u	FS	
Saqolabiy~	SaqAlib	NTWS	NOUN	Slavs	pos:noun gen:m num:p rat:r cas:u	FS	
saqolabiy~	saqolabiy~	NTWS	ADJ	Slavic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
Saqolabiy~	Saqolabiy~	NTWS	ADJ	Slavic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
saqolabiy~	saqolabiy~	NTWS	NOUN	Slavic	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
Saqolabiy~	Saqolabiy~	NTWS	NOUN	Slav	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
Saqor	>aSoqur	S.q.r	NOUN	falcons;hawks;hardliners	pos:noun gen:- num:p rat:i cas:u	MS	
Saqor	Saqor	S.q.r	NOUN	falcon;hawk	pos:noun gen:- num:- rat:i cas:u	MS||MD	
Saqor	Suquwr	S.q.r	NOUN	falcons;hawks;hardliners	pos:noun gen:- num:p rat:i cas:u	MS	
